date,channel,spend,impressions,clicks,conversions,revenue,cpa,roas,ctr,cpc,ivt_rate,suspicious_click_pct,geo_anomaly_score,new_domain_pct
2021-06-24,programmatic,2965.4,250778,3780,53,4771.5,55.95,1.61,0.0151,0.78,0.0443,0.0313,0.169,0.1
2021-06-25,programmatic,3157.67,226538,3112,72,5473.24,43.86,1.73,0.0137,1.01,0.044,0.0293,0.143,0.01
2021-06-26,programmatic,2177.65,149736,2518,44,2573.95,49.49,1.18,0.0168,0.86,0.0528,0.0388,0.057,0.0301
2021-06-27,programmatic,3020.5,191550,2611,57,5620.41,52.99,1.86,0.0136,1.16,0.0335,0.0284,0.053,0.0557
2021-06-28,programmatic,3979.34,250474,3608,78,5992.85,51.02,1.51,0.0144,1.1,0.0407,0.0316,0.0,0.053
2021-06-29,programmatic,4529.35,294128,4612,108,7348.48,41.94,1.62,0.0157,0.98,0.0436,0.0339,0.135,0.0349
2021-06-30,programmatic,3336.69,262948,4385,57,5447.73,58.54,1.63,0.0167,0.76,0.0333,0.034,0.129,0.0803
2021-07-01,programmatic,3698.88,213730,2973,78,4609.22,47.42,1.25,0.0139,1.24,0.0501,0.0222,0.131,0.026
2021-07-02,programmatic,3820.19,200702,2664,66,5265.42,57.88,1.38,0.0133,1.43,0.0521,0.0318,0.026,0.0706
2021-07-03,programmatic,3246.98,199013,3251,54,5308.7,60.13,1.63,0.0163,1.0,0.0124,0.0364,0.146,0.0435
2021-07-04,programmatic,2522.65,115372,1529,58,3504.02,43.49,1.39,0.0133,1.65,0.0479,0.01,0.081,0.042
2021-07-05,programmatic,4053.29,201988,3057,81,5862.79,50.04,1.45,0.0151,1.33,0.0394,0.0257,0.027,0.0519
2021-07-06,programmatic,4040.32,246052,3950,65,5933.78,62.16,1.47,0.0161,1.02,0.0344,0.01,0.046,0.0641
2021-07-07,programmatic,3374.02,194494,2951,64,5631.91,52.72,1.67,0.0152,1.14,0.0615,0.01,0.115,0.0284
2021-07-08,programmatic,2012.59,165840,2778,47,3572.72,42.82,1.78,0.0168,0.72,0.0237,0.0395,0.15,0.0501
2021-07-09,programmatic,2894.98,147230,2352,64,4637.77,45.23,1.6,0.016,1.23,0.0316,0.0322,0.051,0.0277
2021-07-10,programmatic,2803.63,204603,3116,64,3310.58,43.81,1.18,0.0152,0.9,0.0372,0.034,0.005,0.0799
2021-07-11,programmatic,2641.34,187516,3282,43,3351.03,61.43,1.27,0.0175,0.8,0.0471,0.04,0.071,0.0576
2021-07-12,programmatic,3896.94,281946,3801,87,4550.6,44.79,1.17,0.0135,1.03,0.0441,0.0249,0.112,0.0486
2021-07-13,programmatic,3314.31,253784,4154,53,4468.07,62.53,1.35,0.0164,0.8,0.0375,0.0348,0.057,0.01
2021-07-14,programmatic,3709.17,286877,4524,64,6019.24,57.96,1.62,0.0158,0.82,0.0488,0.0306,0.0,0.0442
2021-07-15,programmatic,3615.37,305878,4538,87,6595.54,41.56,1.82,0.0148,0.8,0.0536,0.02,0.189,0.0361
2021-07-16,programmatic,3302.68,197342,2819,65,5049.67,50.81,1.53,0.0143,1.17,0.0312,0.0167,0.15,0.0638
2021-07-17,programmatic,3099.31,314976,4833,66,4401.75,46.96,1.42,0.0153,0.64,0.0333,0.0403,0.176,0.0461
2021-07-18,programmatic,3275.31,279239,3619,67,5780.08,48.89,1.76,0.013,0.91,0.0552,0.0232,0.129,0.0749
2021-07-19,programmatic,4298.17,272234,4219,87,5819.16,49.4,1.35,0.0155,1.02,0.0327,0.0362,0.134,0.0185
2021-07-20,programmatic,4062.76,286524,4289,84,5267.72,48.37,1.3,0.015,0.95,0.0443,0.0439,0.087,0.0449
2021-07-21,programmatic,4160.61,262002,4537,97,6005.92,42.89,1.44,0.0173,0.92,0.0258,0.0219,0.101,0.0557
2021-07-22,programmatic,3202.98,392115,5548,69,5123.98,46.42,1.6,0.0141,0.58,0.0536,0.0283,0.14,0.0704
2021-07-23,programmatic,3876.73,384613,5033,74,5932.67,52.39,1.53,0.0131,0.77,0.0462,0.033,0.165,0.0694
2021-07-24,programmatic,3209.71,254108,3818,64,4709.39,50.15,1.47,0.015,0.84,0.0327,0.0314,0.078,0.0643
2021-07-25,programmatic,2476.62,141484,2471,45,3323.45,55.04,1.34,0.0175,1.0,0.0424,0.0352,0.096,0.0319
2021-07-26,programmatic,3894.48,287816,4091,88,6321.41,44.26,1.62,0.0142,0.95,0.0279,0.0355,0.0,0.0172
2021-07-27,programmatic,3637.44,213240,3235,74,5202.97,49.15,1.43,0.0152,1.12,0.033,0.0288,0.12,0.0593
2021-07-28,programmatic,2543.46,151357,2420,46,4272.64,55.29,1.68,0.016,1.05,0.0225,0.0284,0.044,0.0527
2021-07-29,programmatic,3448.16,175527,2704,78,5264.11,44.21,1.53,0.0154,1.28,0.0319,0.0371,0.181,0.1
2021-07-30,programmatic,4457.38,327537,4702,76,6662.0,58.65,1.49,0.0144,0.95,0.0469,0.0284,0.118,0.0323
2021-07-31,programmatic,2626.06,146951,1796,58,4158.43,45.28,1.58,0.0122,1.46,0.0452,0.0427,0.057,0.0196
2021-08-01,programmatic,3394.14,213153,2929,71,4940.86,47.8,1.46,0.0137,1.16,0.0439,0.0169,0.131,0.0674
2021-08-02,programmatic,3254.57,245520,3821,70,4881.07,46.49,1.5,0.0156,0.85,0.0368,0.0408,0.003,0.0514
2021-08-03,programmatic,2867.04,158990,2578,54,3815.87,53.09,1.33,0.0162,1.11,0.0457,0.0288,0.079,0.0411
2021-08-04,programmatic,2426.46,211278,3496,44,2689.6,55.15,1.11,0.0165,0.69,0.0237,0.0339,0.175,0.0192
2021-08-05,programmatic,3283.9,239482,3386,56,5274.53,58.64,1.61,0.0141,0.97,0.031,0.046,0.065,0.0414
2021-08-06,programmatic,4381.15,358664,5446,92,5349.27,47.62,1.22,0.0152,0.8,0.0336,0.0362,0.121,0.0393
2021-08-07,programmatic,2366.01,180230,2437,38,3319.41,62.26,1.4,0.0135,0.97,0.0299,0.0328,0.099,0.0728
2021-08-08,programmatic,3037.39,164499,2557,62,4926.92,48.99,1.62,0.0155,1.19,0.0451,0.0342,0.094,0.0634
2021-08-09,programmatic,3743.55,356147,5380,85,4764.91,44.04,1.27,0.0151,0.7,0.0289,0.0213,0.085,0.0593
2021-08-10,programmatic,4816.07,290547,4372,102,7964.51,47.22,1.65,0.015,1.1,0.0171,0.0501,0.192,0.0683
2021-08-11,programmatic,3449.35,205121,3341,72,4941.89,47.91,1.43,0.0163,1.03,0.046,0.0258,0.087,0.0504
2021-08-12,programmatic,3353.18,186282,3039,70,4736.95,47.9,1.41,0.0163,1.1,0.0421,0.034,0.094,0.0505
2021-08-13,programmatic,4375.18,219161,3722,95,6157.39,46.05,1.41,0.017,1.18,0.0353,0.032,0.128,0.0393
2021-08-14,programmatic,2287.8,122176,1666,50,3518.62,45.76,1.54,0.0136,1.37,0.0457,0.0349,0.041,0.0317
2021-08-15,programmatic,2722.94,184344,3158,49,4001.54,55.57,1.47,0.0171,0.86,0.0395,0.0363,0.084,0.0601
2021-08-16,programmatic,3360.26,286132,4530,59,4964.97,56.95,1.48,0.0158,0.74,0.0501,0.0279,0.103,0.0799
2021-08-17,programmatic,3254.33,200168,2906,73,5840.59,44.58,1.79,0.0145,1.12,0.0392,0.0185,0.107,0.0436
2021-08-18,programmatic,3425.04,256260,3945,59,5962.18,58.05,1.74,0.0154,0.87,0.0344,0.0392,0.172,0.0483
2021-08-19,programmatic,3390.19,368354,4955,62,4905.35,54.68,1.45,0.0135,0.68,0.0477,0.01,0.102,0.0544
2021-08-20,programmatic,4149.66,257513,3587,89,6713.34,46.63,1.62,0.0139,1.16,0.0329,0.0331,0.088,0.0672
2021-08-21,programmatic,2629.8,272664,4042,56,3794.68,46.96,1.44,0.0148,0.65,0.0329,0.01,0.069,0.0683
2021-08-22,programmatic,2459.36,145852,2063,48,3883.44,51.24,1.58,0.0141,1.19,0.0257,0.0177,0.121,0.0655
2021-08-23,programmatic,3244.68,241102,3369,65,5399.42,49.92,1.66,0.014,0.96,0.0307,0.0547,0.044,0.0725
2021-08-24,programmatic,2999.6,250309,3455,57,4368.33,52.62,1.46,0.0138,0.87,0.0256,0.0118,0.087,0.0486
2021-08-25,programmatic,3954.43,236466,3914,77,5534.67,51.36,1.4,0.0166,1.01,0.0473,0.0306,0.049,0.0627
2021-08-26,programmatic,3948.55,208114,3141,77,6916.26,51.28,1.75,0.0151,1.26,0.0368,0.0232,0.123,0.0326
2021-08-27,programmatic,4140.08,209079,3665,77,5878.69,53.77,1.42,0.0175,1.13,0.0407,0.0406,0.094,0.0131
2021-08-28,programmatic,3182.21,227370,3784,59,5224.71,53.94,1.64,0.0166,0.84,0.0464,0.0276,0.145,0.0172
2021-08-29,programmatic,2176.21,134329,2222,44,2445.63,49.46,1.12,0.0165,0.98,0.0403,0.0513,0.054,0.0215
2021-08-30,programmatic,4488.92,300125,5316,91,6889.43,49.33,1.53,0.0177,0.84,0.0401,0.0199,0.123,0.0705
2021-08-31,programmatic,3778.85,218951,3101,63,6373.97,59.98,1.69,0.0142,1.22,0.0409,0.0168,0.052,0.069
2021-09-01,programmatic,3015.38,262004,4355,59,4567.12,51.11,1.51,0.0166,0.69,0.0413,0.0283,0.112,0.022
2021-09-02,programmatic,3700.96,292079,3468,69,6494.49,53.64,1.75,0.0119,1.07,0.0205,0.0151,0.102,0.0862
2021-09-03,programmatic,3285.9,227696,3238,56,4933.01,58.68,1.5,0.0142,1.01,0.0257,0.0231,0.127,0.0481
2021-09-04,programmatic,2700.11,148858,2811,57,3850.93,47.37,1.43,0.0189,0.96,0.0368,0.0248,0.084,0.0302
2021-09-05,programmatic,2361.79,119444,1927,49,3345.06,48.2,1.42,0.0161,1.23,0.0466,0.0443,0.09,0.0382
2021-09-06,programmatic,3466.52,229214,3424,72,6012.26,48.15,1.73,0.0149,1.01,0.0449,0.0195,0.176,0.0454
2021-09-07,programmatic,2437.72,159116,2411,45,3653.95,54.17,1.5,0.0152,1.01,0.0421,0.0426,0.072,0.0516
2021-09-08,programmatic,4116.29,197173,2594,105,5435.71,39.2,1.32,0.0132,1.59,0.0543,0.0359,0.039,0.0313
2021-09-09,programmatic,3195.53,210534,3660,56,4817.36,57.06,1.51,0.0174,0.87,0.0625,0.0212,0.073,0.0471
2021-09-10,programmatic,3298.31,213081,3524,69,5323.72,47.8,1.61,0.0165,0.94,0.0372,0.0277,0.022,0.0522
2021-09-11,programmatic,2446.06,176913,2313,47,3642.28,52.04,1.49,0.0131,1.06,0.0636,0.0261,0.153,0.0782
2021-09-12,programmatic,2537.69,151942,2380,53,4283.49,47.88,1.69,0.0157,1.07,0.04,0.0322,0.078,0.0756
2021-09-13,programmatic,3513.86,182495,2502,77,5388.15,45.63,1.53,0.0137,1.4,0.0617,0.019,0.119,0.0453
2021-09-14,programmatic,3859.44,265562,4162,80,5785.96,48.24,1.5,0.0157,0.93,0.0334,0.0269,0.107,0.071
2021-09-15,programmatic,3529.81,225397,3587,74,4459.81,47.7,1.26,0.0159,0.98,0.0295,0.0391,0.127,0.055
2021-09-16,programmatic,3649.37,183728,3051,73,6287.87,49.99,1.72,0.0166,1.2,0.0277,0.0241,0.034,0.0524
2021-09-17,programmatic,3798.02,409165,6978,75,5096.83,50.64,1.34,0.0171,0.54,0.0427,0.0292,0.088,0.0325
2021-09-18,programmatic,2759.48,169492,2802,41,3897.58,67.3,1.41,0.0165,0.98,0.0372,0.0428,0.131,0.0659
2021-09-19,programmatic,2448.06,177661,2771,50,3600.72,48.96,1.47,0.0156,0.88,0.0415,0.0336,0.143,0.0636
2021-09-20,programmatic,3649.17,226353,3381,91,5534.1,40.1,1.52,0.0149,1.08,0.0368,0.0304,0.13,0.0188
2021-09-21,programmatic,4514.73,254661,4685,87,6788.04,51.89,1.5,0.0184,0.96,0.0309,0.0192,0.196,0.0386
2021-09-22,programmatic,3543.51,247663,3279,64,6292.7,55.37,1.78,0.0132,1.08,0.0392,0.0377,0.126,0.0606
2021-09-23,programmatic,3860.52,211108,2894,68,5625.55,56.77,1.46,0.0137,1.33,0.0325,0.0376,0.123,0.0375
2021-09-24,programmatic,3489.09,280892,4072,70,5160.78,49.84,1.48,0.0145,0.86,0.0625,0.0387,0.166,0.0835
2021-09-25,programmatic,1916.12,103857,1543,35,2884.56,54.75,1.51,0.0149,1.24,0.0481,0.0379,0.13,0.0288
2021-09-26,programmatic,1985.53,109052,1601,38,2781.07,52.25,1.4,0.0147,1.24,0.0496,0.0433,0.157,0.028
2021-09-27,programmatic,4722.46,281168,4078,103,7258.14,45.85,1.54,0.0145,1.16,0.0386,0.0308,0.09,0.0649
2021-09-28,programmatic,2902.01,224881,3313,59,3561.23,49.19,1.23,0.0147,0.88,0.0299,0.0354,0.016,0.0424
2021-09-29,programmatic,4172.97,306765,4347,81,6006.55,51.52,1.44,0.0142,0.96,0.0533,0.0312,0.133,0.0327
2021-09-30,programmatic,4129.87,392137,6226,96,5670.19,43.02,1.37,0.0159,0.66,0.0337,0.0382,0.092,0.0469
2021-10-01,programmatic,5345.78,398212,6264,101,8536.83,52.93,1.6,0.0157,0.85,0.041,0.0249,0.135,0.0638
2021-10-02,programmatic,2899.96,191712,3391,61,4333.57,47.54,1.49,0.0177,0.86,0.0494,0.0438,0.051,0.0863
2021-10-03,programmatic,3693.89,166317,2499,73,6488.01,50.6,1.76,0.015,1.48,0.0415,0.0359,0.122,0.0665
2021-10-04,programmatic,4610.27,355577,4327,105,7029.68,43.91,1.52,0.0122,1.07,0.027,0.0471,0.095,0.0774
2021-10-05,programmatic,5008.4,526225,7412,99,6859.67,50.59,1.37,0.0141,0.68,0.0232,0.0244,0.119,0.0523
2021-10-06,programmatic,3921.1,240728,3842,79,4856.4,49.63,1.24,0.016,1.02,0.0386,0.0371,0.05,0.0575
2021-10-07,programmatic,3511.2,241268,3850,84,5801.1,41.8,1.65,0.016,0.91,0.0402,0.0413,0.106,0.0706
2021-10-08,programmatic,4436.91,253230,3944,89,7344.09,49.85,1.66,0.0156,1.12,0.044,0.0401,0.172,0.0655
2021-10-09,programmatic,3496.94,177866,2941,73,5536.19,47.9,1.58,0.0165,1.19,0.0511,0.0338,0.057,0.0701
2021-10-10,programmatic,2355.43,128025,2158,45,3721.82,52.34,1.58,0.0169,1.09,0.0216,0.0313,0.106,0.0501
2021-10-11,programmatic,4692.87,371891,4928,107,6959.88,43.86,1.48,0.0133,0.95,0.0468,0.0219,0.048,0.0268
2021-10-12,programmatic,5284.8,381683,5316,110,9504.19,48.04,1.8,0.0139,0.99,0.0366,0.033,0.103,0.0267
2021-10-13,programmatic,4765.04,356066,5052,96,7346.05,49.64,1.54,0.0142,0.94,0.0462,0.0222,0.104,0.0478
2021-10-14,programmatic,4050.8,259376,3950,90,6663.36,45.01,1.64,0.0152,1.03,0.0377,0.0349,0.071,0.022
2021-10-15,programmatic,4809.8,295448,3522,92,8848.18,52.28,1.84,0.0119,1.37,0.0334,0.0196,0.05,0.0463
2021-10-16,programmatic,3037.5,220753,3477,66,4769.31,46.02,1.57,0.0158,0.87,0.0418,0.0291,0.051,0.0406
2021-10-17,programmatic,2944.85,210621,3230,57,4184.5,51.66,1.42,0.0153,0.91,0.0282,0.0392,0.157,0.0565
2021-10-18,programmatic,4672.67,262072,4100,81,7801.88,57.69,1.67,0.0156,1.14,0.057,0.0305,0.0,0.0975
2021-10-19,programmatic,4057.11,218313,3279,76,6812.29,53.38,1.68,0.015,1.24,0.0369,0.0357,0.08,0.0387
2021-10-20,programmatic,4153.04,209854,3534,76,4712.35,54.65,1.13,0.0168,1.18,0.0352,0.0355,0.023,0.0446
2021-10-21,programmatic,4195.82,352699,5151,86,7600.32,48.79,1.81,0.0146,0.81,0.056,0.0323,0.099,0.044
2021-10-22,programmatic,5532.62,387349,7007,123,8433.1,44.98,1.52,0.0181,0.79,0.0412,0.0207,0.105,0.0491
2021-10-23,programmatic,3019.0,225788,3589,69,4638.08,43.75,1.54,0.0159,0.84,0.0303,0.0352,0.105,0.018
2021-10-24,programmatic,3501.54,265912,3787,79,6218.67,44.32,1.78,0.0142,0.92,0.0515,0.0278,0.06,0.0489
2021-10-25,programmatic,4764.66,350007,5752,81,6227.88,58.82,1.31,0.0164,0.83,0.0398,0.024,0.084,0.0955
2021-10-26,programmatic,4009.13,243207,3192,78,5764.89,51.4,1.44,0.0131,1.26,0.0382,0.0158,0.197,0.091
2021-10-27,programmatic,4595.4,342248,5877,87,7362.55,52.82,1.6,0.0172,0.78,0.0304,0.028,0.141,0.0517
2021-10-28,programmatic,3006.36,199271,3325,64,5611.66,46.97,1.87,0.0167,0.9,0.0426,0.025,0.091,0.0706
2021-10-29,programmatic,4514.26,288061,4698,76,6641.26,59.4,1.47,0.0163,0.96,0.0399,0.0181,0.086,0.0491
2021-10-30,programmatic,4050.13,325533,4856,99,6390.07,40.91,1.58,0.0149,0.83,0.0463,0.0309,0.065,0.0517
2021-10-31,programmatic,3029.13,273788,4078,78,5024.33,38.83,1.66,0.0149,0.74,0.0337,0.038,0.122,0.067
2021-11-01,programmatic,5222.85,375645,5231,113,8334.73,46.22,1.6,0.0139,1.0,0.0511,0.038,0.067,0.048
2021-11-02,programmatic,4150.5,460969,8074,91,6488.84,45.61,1.56,0.0175,0.51,0.0368,0.018,0.155,0.0814
2021-11-03,programmatic,5189.92,377562,6167,113,8248.18,45.93,1.59,0.0163,0.84,0.0587,0.0228,0.085,0.0133
2021-11-04,programmatic,4465.77,240165,3672,99,7097.75,45.11,1.59,0.0153,1.22,0.0359,0.0251,0.093,0.0341
2021-11-05,programmatic,5497.83,421987,7149,119,7821.59,46.2,1.42,0.0169,0.77,0.037,0.0325,0.098,0.0602
2021-11-06,programmatic,4818.12,285863,4795,91,8680.46,52.95,1.8,0.0168,1.0,0.0406,0.0238,0.126,0.0234
2021-11-07,programmatic,3856.64,316358,4536,78,5694.44,49.44,1.48,0.0143,0.85,0.0608,0.0428,0.122,0.0299
2021-11-08,programmatic,5580.69,436737,6035,118,8836.75,47.29,1.58,0.0138,0.92,0.0641,0.0377,0.172,0.0493
2021-11-09,programmatic,5329.79,311346,5051,133,8857.46,40.07,1.66,0.0162,1.06,0.0445,0.03,0.001,0.01
2021-11-10,programmatic,5914.78,365802,4690,119,9088.67,49.7,1.54,0.0128,1.26,0.0371,0.0227,0.069,0.0197
2021-11-11,programmatic,5483.48,380139,5630,113,9744.32,48.53,1.78,0.0148,0.97,0.0257,0.0388,0.115,0.0218
2021-11-12,programmatic,4349.25,211359,3355,90,5144.55,48.32,1.18,0.0159,1.3,0.0414,0.0317,0.098,0.0526
2021-11-13,programmatic,3774.14,261091,3482,71,5117.37,53.16,1.36,0.0133,1.08,0.0504,0.0376,0.129,0.0381
2021-11-14,programmatic,3077.74,313651,4315,57,4568.1,54.0,1.48,0.0138,0.71,0.0441,0.0338,0.125,0.0519
2021-11-15,programmatic,6371.45,498097,7653,137,10151.64,46.51,1.59,0.0154,0.83,0.0268,0.0399,0.108,0.0451
2021-11-16,programmatic,5748.95,361013,5107,123,8508.05,46.74,1.48,0.0141,1.13,0.0358,0.0358,0.113,0.0717
2021-11-17,programmatic,5163.67,283276,3754,114,7826.56,45.3,1.52,0.0133,1.38,0.055,0.0328,0.119,0.0269
2021-11-18,programmatic,4767.96,467350,7362,119,7518.0,40.07,1.58,0.0158,0.65,0.0417,0.0208,0.128,0.0592
2021-11-19,programmatic,5790.38,552914,8183,106,9005.89,54.63,1.56,0.0148,0.71,0.0523,0.0262,0.126,0.0372
2021-11-20,programmatic,4119.1,300268,4455,78,6531.27,52.81,1.59,0.0148,0.92,0.0406,0.01,0.069,0.0509
2021-11-21,programmatic,3943.36,266735,3665,90,5343.21,43.82,1.35,0.0137,1.08,0.0355,0.0284,0.121,0.01
2021-11-22,programmatic,4166.97,259398,3948,98,6684.89,42.52,1.6,0.0152,1.06,0.0283,0.0389,0.068,0.0188
2021-11-23,programmatic,5077.66,302576,4353,107,6080.82,47.45,1.2,0.0144,1.17,0.043,0.0408,0.112,0.0486
2021-11-24,programmatic,5839.03,375202,5559,128,10201.56,45.62,1.75,0.0148,1.05,0.0515,0.033,0.065,0.0622
2021-11-25,programmatic,4525.58,546765,8090,89,7206.89,50.85,1.59,0.0148,0.56,0.0459,0.0366,0.156,0.01
2021-11-26,programmatic,5248.81,301649,4858,100,6552.54,52.49,1.25,0.0161,1.08,0.0487,0.0191,0.116,0.034
2021-11-27,programmatic,4474.99,356253,4214,95,7465.83,47.11,1.67,0.0118,1.06,0.029,0.0188,0.155,0.0284
2021-11-28,programmatic,4197.08,352783,5108,84,7063.7,49.97,1.68,0.0145,0.82,0.0385,0.0158,0.058,0.0484
2021-11-29,programmatic,7997.79,424964,5905,493,37435.35,16.22,4.68,0.0139,1.35,0.0584,0.0288,0.093,0.0745
2021-11-30,programmatic,7991.08,494048,7605,530,37696.59,15.08,4.72,0.0154,1.05,0.0386,0.0245,0.028,0.0528
2021-12-01,programmatic,8837.16,528737,8804,572,47847.45,15.45,5.41,0.0167,1.0,0.0337,0.0257,0.047,0.0444
2021-12-02,programmatic,6471.86,622334,8818,123,8636.74,52.62,1.33,0.0142,0.73,0.0237,0.0391,0.111,0.0335
2021-12-03,programmatic,6391.64,415163,6928,122,7166.01,52.39,1.12,0.0167,0.92,0.0472,0.0292,0.114,0.0518
2021-12-04,programmatic,6119.69,461501,7262,106,8700.87,57.73,1.42,0.0157,0.84,0.0515,0.0337,0.126,0.0948
2021-12-05,programmatic,5126.5,452689,5845,92,8149.24,55.72,1.59,0.0129,0.88,0.0333,0.0257,0.097,0.0612
2021-12-06,programmatic,7431.75,640503,9085,151,10067.76,49.22,1.35,0.0142,0.82,0.0625,0.0398,0.073,0.0458
2021-12-07,programmatic,7557.09,470879,7022,154,12155.28,49.07,1.61,0.0149,1.08,0.0521,0.0221,0.01,0.0172
2021-12-08,programmatic,4294.05,428041,5234,79,5962.41,54.36,1.39,0.0122,0.82,0.0511,0.0129,0.102,0.0819
2021-12-09,programmatic,6641.14,494377,7685,122,7685.33,54.44,1.16,0.0155,0.86,0.0502,0.0283,0.088,0.0641
2021-12-10,programmatic,6245.64,350087,5480,131,9289.65,47.68,1.49,0.0157,1.14,0.016,0.0245,0.058,0.0575
2021-12-11,programmatic,5023.56,319386,5174,105,6576.49,47.84,1.31,0.0162,0.97,0.0509,0.0198,0.163,0.0682
2021-12-12,programmatic,4114.71,410960,6067,80,6170.26,51.43,1.5,0.0148,0.68,0.0265,0.0367,0.138,0.0843
2021-12-13,programmatic,6268.33,556633,10145,131,10429.65,47.85,1.66,0.0182,0.62,0.0456,0.0352,0.079,0.034
2021-12-14,programmatic,6106.89,580912,10697,124,9998.7,49.25,1.64,0.0184,0.57,0.0352,0.0347,0.076,0.0618
2021-12-15,programmatic,5486.54,459275,7590,100,8231.67,54.87,1.5,0.0165,0.72,0.0185,0.0283,0.113,0.0725
2021-12-16,programmatic,6598.81,503749,6154,101,10281.53,65.33,1.56,0.0122,1.07,0.0553,0.0131,0.145,0.0417
2021-12-17,programmatic,5432.87,314225,4884,105,7844.68,51.74,1.44,0.0155,1.11,0.0427,0.0364,0.033,0.0629
2021-12-18,programmatic,3729.37,232587,3639,77,5109.85,48.43,1.37,0.0156,1.02,0.0271,0.0286,0.057,0.0349
2021-12-19,programmatic,4174.99,261464,4047,99,8023.63,42.17,1.92,0.0155,1.03,0.059,0.0352,0.13,0.0492
2021-12-20,programmatic,4399.38,274709,4175,82,7301.0,53.65,1.66,0.0152,1.05,0.0464,0.0367,0.049,0.055
2021-12-21,programmatic,6246.76,436538,7268,137,8717.36,45.6,1.4,0.0166,0.86,0.021,0.0349,0.139,0.0391
2021-12-22,programmatic,6369.01,748106,11726,137,8935.5,46.49,1.4,0.0157,0.54,0.0471,0.0291,0.057,0.03
2021-12-23,programmatic,5932.29,434340,6654,116,11595.6,51.14,1.95,0.0153,0.89,0.0316,0.0244,0.123,0.0453
2021-12-24,programmatic,5546.51,473866,5825,112,7509.75,49.52,1.35,0.0123,0.95,0.0413,0.0257,0.095,0.0746
2021-12-25,programmatic,3849.43,268433,3845,75,5593.27,51.33,1.45,0.0143,1.0,0.0289,0.0286,0.135,0.0585
2021-12-26,programmatic,4703.64,335430,5398,93,7077.37,50.58,1.5,0.0161,0.87,0.0448,0.0357,0.097,0.0775
2021-12-27,programmatic,4286.02,253042,3591,92,5916.02,46.59,1.38,0.0142,1.19,0.0375,0.043,0.048,0.0101
2021-12-28,programmatic,5237.73,304201,4986,102,8485.17,51.35,1.62,0.0164,1.05,0.0398,0.0194,0.064,0.0527
2021-12-29,programmatic,6244.08,445329,6029,121,9123.22,51.6,1.46,0.0135,1.04,0.0471,0.0257,0.08,0.0398
2021-12-30,programmatic,6774.41,328833,4875,165,8833.28,41.06,1.3,0.0148,1.39,0.0424,0.0312,0.127,0.0318
2021-12-31,programmatic,6266.94,327713,5628,142,9856.79,44.13,1.57,0.0172,1.11,0.0406,0.0161,0.077,0.0231
2022-01-01,programmatic,1724.73,232464,2949,30,2589.75,57.49,1.5,0.0127,0.58,0.0444,0.022,0.044,0.0608
2022-01-02,programmatic,1603.16,122877,1825,30,2359.83,53.44,1.47,0.0149,0.88,0.0232,0.0419,0.122,0.0275
2022-01-03,programmatic,3763.04,222781,2935,77,5830.1,48.87,1.55,0.0132,1.28,0.039,0.039,0.003,0.0505
2022-01-04,programmatic,3231.48,221916,3640,59,5331.97,54.77,1.65,0.0164,0.89,0.0401,0.0284,0.173,0.0559
2022-01-05,programmatic,3199.42,158129,2590,63,5238.61,50.78,1.64,0.0164,1.24,0.0484,0.0201,0.035,0.0563
2022-01-06,programmatic,2947.51,190618,3180,61,4654.35,48.32,1.58,0.0167,0.93,0.0353,0.0301,0.083,0.0437
2022-01-07,programmatic,2556.41,176613,2803,46,3299.43,55.57,1.29,0.0159,0.91,0.0418,0.0238,0.139,0.0737
2022-01-08,programmatic,2199.04,165360,2132,42,3755.63,52.36,1.71,0.0129,1.03,0.0418,0.0366,0.118,0.0898
2022-01-09,programmatic,1856.44,132050,2407,37,3131.59,50.17,1.69,0.0182,0.77,0.0605,0.0431,0.113,0.0674
2022-01-10,programmatic,2414.87,181572,2518,58,3707.2,41.64,1.54,0.0139,0.96,0.0466,0.0309,0.176,0.029
2022-01-11,programmatic,2994.21,192102,2778,68,4736.3,44.03,1.58,0.0145,1.08,0.0315,0.0341,0.149,0.0617
2022-01-12,programmatic,3079.93,227673,3644,51,4506.26,60.39,1.46,0.016,0.85,0.0494,0.0304,0.145,0.0454
2022-01-13,programmatic,2689.11,140067,2033,51,4364.99,52.73,1.62,0.0145,1.32,0.0386,0.0332,0.106,0.0732
2022-01-14,programmatic,2395.61,182211,2769,49,3656.9,48.89,1.53,0.0152,0.87,0.0446,0.0291,0.001,0.0443
2022-01-15,programmatic,2826.71,158667,2085,59,3897.2,47.91,1.38,0.0131,1.36,0.0306,0.038,0.08,0.097
2022-01-16,programmatic,2245.81,154122,2166,47,2811.75,47.78,1.25,0.0141,1.04,0.0464,0.0112,0.111,0.0506
2022-01-17,programmatic,3216.6,264643,3745,63,4909.52,51.06,1.53,0.0142,0.86,0.0228,0.0219,0.075,0.0748
2022-01-18,programmatic,3102.91,193332,3117,68,4636.52,45.63,1.49,0.0161,1.0,0.0492,0.0415,0.101,0.0413
2022-01-19,programmatic,2748.54,214694,2774,57,4203.72,48.22,1.53,0.0129,0.99,0.0486,0.051,0.156,0.0177
2022-01-20,programmatic,3150.41,237173,3588,64,4978.84,49.23,1.58,0.0151,0.88,0.0303,0.0255,0.095,0.0337
2022-01-21,programmatic,2182.75,149684,2210,41,3098.39,53.24,1.42,0.0148,0.99,0.0541,0.0281,0.129,0.0596
