date,channel,spend,impressions,clicks,conversions,revenue,cpa,roas,ctr,cpc,avg_order_value,unique_referral_domains,coupon_usage_rate,new_customer_pct
2021-07-16,affiliate,1387.96,152551,2438,76,6000.47,18.26,4.32,0.016,0.57,49.28,6,0.0529,0.5902
2021-07-17,affiliate,1127.76,68443,770,81,6742.2,13.92,5.98,0.0113,1.46,55.86,3,0.1358,0.6212
2021-07-18,affiliate,1042.89,73508,1111,71,5146.8,14.69,4.94,0.0151,0.94,56.37,3,0.1256,0.5481
2021-07-19,affiliate,1033.69,91182,1221,78,5480.65,13.25,5.3,0.0134,0.85,48.67,5,0.0901,0.6308
2021-07-20,affiliate,833.57,75877,1055,50,5158.14,16.67,6.19,0.0139,0.79,47.96,4,0.0584,0.6568
2021-07-21,affiliate,1184.2,59398,824,72,5877.9,16.45,4.96,0.0139,1.44,56.5,4,0.0701,0.623
2021-07-22,affiliate,1187.45,81210,1255,78,4896.02,15.22,4.12,0.0155,0.95,54.86,7,0.1162,0.4567
2021-07-23,affiliate,918.53,72025,1093,66,5427.96,13.92,5.91,0.0152,0.84,42.61,4,0.0855,0.4878
2021-07-24,affiliate,849.91,52823,718,60,3740.43,14.17,4.4,0.0136,1.18,52.73,3,0.111,0.5794
2021-07-25,affiliate,835.8,45328,648,49,3808.83,17.06,4.56,0.0143,1.29,50.51,3,0.0736,0.7411
2021-07-26,affiliate,1150.92,67042,905,73,4942.8,15.77,4.29,0.0135,1.27,45.88,5,0.0661,0.6674
2021-07-27,affiliate,1220.52,112849,1597,92,6326.2,13.27,5.18,0.0142,0.76,51.5,6,0.0759,0.5385
2021-07-28,affiliate,1090.66,80136,1159,69,6239.82,15.81,5.72,0.0145,0.94,51.31,6,0.0832,0.4298
2021-07-29,affiliate,1060.1,64653,1006,61,5151.59,17.38,4.86,0.0156,1.05,50.61,3,0.1142,0.3864
2021-07-30,affiliate,1044.61,76474,1257,66,5870.13,15.83,5.62,0.0164,0.83,37.61,5,0.143,0.4165
2021-07-31,affiliate,930.22,53882,704,70,5371.15,13.29,5.77,0.0131,1.32,46.68,6,0.0649,0.4942
2021-08-01,affiliate,766.93,69866,883,45,3457.15,17.04,4.51,0.0126,0.87,60.25,5,0.0896,0.6961
2021-08-02,affiliate,1070.93,95607,1392,66,5490.11,16.23,5.13,0.0146,0.77,51.52,5,0.161,0.6717
2021-08-03,affiliate,1302.42,64540,974,94,6396.63,13.86,4.91,0.0151,1.34,54.53,4,0.0982,0.6493
2021-08-04,affiliate,1478.92,78778,1188,106,7080.79,13.95,4.79,0.0151,1.24,50.92,6,0.0992,0.4716
2021-08-05,affiliate,972.06,47112,658,53,4995.9,18.34,5.14,0.014,1.48,56.38,4,0.0598,0.7267
2021-08-06,affiliate,1160.62,64063,729,72,6618.05,16.12,5.7,0.0114,1.59,53.53,6,0.0807,0.7401
2021-08-07,affiliate,799.37,57384,826,52,4301.91,15.37,5.38,0.0144,0.97,52.68,3,0.1332,0.6571
2021-08-08,affiliate,924.14,59694,891,67,4319.58,13.79,4.67,0.0149,1.04,36.05,5,0.0752,0.6004
2021-08-09,affiliate,984.67,51467,768,63,5128.08,15.63,5.21,0.0149,1.28,54.57,4,0.1574,0.85
2021-08-10,affiliate,1396.14,103409,1474,116,6941.33,12.04,4.97,0.0143,0.95,49.69,6,0.1265,0.4602
2021-08-11,affiliate,1269.84,75702,1156,103,5276.51,12.33,4.16,0.0153,1.1,53.84,6,0.0982,0.5175
2021-08-12,affiliate,1062.82,66266,855,62,5858.07,17.14,5.51,0.0129,1.24,56.53,5,0.1157,0.663
2021-08-13,affiliate,1433.82,82251,1049,117,6369.36,12.25,4.44,0.0128,1.37,54.02,6,0.1272,0.549
2021-08-14,affiliate,1080.84,84535,1103,60,5748.47,18.01,5.32,0.013,0.98,48.3,3,0.161,0.7784
2021-08-15,affiliate,691.28,44295,757,44,3491.92,15.71,5.05,0.0171,0.91,55.07,3,0.1018,0.5085
2021-08-16,affiliate,1335.46,111839,1760,86,6741.65,15.53,5.05,0.0157,0.76,54.68,7,0.0816,0.7643
2021-08-17,affiliate,1238.13,55878,938,74,6357.96,16.73,5.14,0.0168,1.32,49.36,5,0.0799,0.4804
2021-08-18,affiliate,864.1,65680,921,56,4870.41,15.43,5.64,0.014,0.94,55.07,4,0.0963,0.7159
2021-08-19,affiliate,1497.76,101977,1636,110,7932.34,13.62,5.3,0.016,0.92,47.74,6,0.0364,0.5685
2021-08-20,affiliate,1093.01,55269,814,78,6072.05,14.01,5.56,0.0147,1.34,57.46,3,0.067,0.4786
2021-08-21,affiliate,956.2,55976,984,58,4875.37,16.49,5.1,0.0176,0.97,49.06,5,0.1125,0.8382
2021-08-22,affiliate,720.56,39569,520,43,4374.16,16.76,6.07,0.0131,1.39,52.94,4,0.0994,0.5583
2021-08-23,affiliate,1494.28,82452,1417,99,7919.69,15.09,5.3,0.0172,1.05,56.04,7,0.0778,0.6278
2021-08-24,affiliate,1050.48,84749,1371,69,5403.32,15.22,5.14,0.0162,0.77,48.78,3,0.1003,0.7461
2021-08-25,affiliate,1151.65,68780,971,76,5475.84,15.15,4.75,0.0141,1.19,47.78,7,0.1417,0.5937
2021-08-26,affiliate,1191.31,124946,2002,79,5636.93,15.08,4.73,0.016,0.6,52.73,5,0.138,0.61
2021-08-27,affiliate,1193.32,68107,1241,82,5947.87,14.55,4.98,0.0182,0.96,51.55,4,0.2,0.7589
2021-08-28,affiliate,667.51,34603,450,42,3180.14,15.89,4.76,0.013,1.48,41.98,7,0.0918,0.6369
2021-08-29,affiliate,912.6,69929,1016,61,4052.38,14.96,4.44,0.0145,0.9,52.7,5,0.0949,0.5662
2021-08-30,affiliate,1226.77,70945,1205,107,5960.69,11.47,4.86,0.017,1.02,48.63,5,0.0948,0.3694
2021-08-31,affiliate,1256.87,89878,1180,79,5490.08,15.91,4.37,0.0131,1.07,52.94,5,0.0703,0.5857
2021-09-01,affiliate,1166.67,67145,1039,63,6685.99,18.52,5.73,0.0155,1.12,47.41,4,0.0628,0.5868
2021-09-02,affiliate,1155.3,53741,873,72,5428.62,16.05,4.7,0.0162,1.32,42.83,5,0.1122,0.608
2021-09-03,affiliate,1375.49,107612,1412,96,6560.53,14.33,4.77,0.0131,0.97,51.47,3,0.0652,0.5815
2021-09-04,affiliate,1088.93,82549,1419,67,5219.47,16.25,4.79,0.0172,0.77,57.66,4,0.0991,0.6779
2021-09-05,affiliate,971.33,46899,662,67,5421.06,14.5,5.58,0.0141,1.47,51.48,4,0.0923,0.7615
2021-09-06,affiliate,1126.51,75626,968,76,5799.88,14.82,5.15,0.0128,1.16,50.66,6,0.0807,0.4635
2021-09-07,affiliate,1037.13,66296,1086,68,5968.45,15.25,5.75,0.0164,0.96,53.0,3,0.1059,0.567
2021-09-08,affiliate,1264.2,78402,1320,85,5767.62,14.87,4.56,0.0168,0.96,49.59,3,0.0922,0.6228
2021-09-09,affiliate,974.29,60676,842,61,4599.99,15.97,4.72,0.0139,1.16,49.09,6,0.122,0.6495
2021-09-10,affiliate,1229.39,81061,1433,90,6743.17,13.66,5.48,0.0177,0.86,50.34,4,0.0976,0.5956
2021-09-11,affiliate,943.95,49005,691,69,3969.63,13.68,4.21,0.0141,1.37,54.31,4,0.124,0.5948
2021-09-12,affiliate,769.32,43370,673,45,3679.3,17.1,4.78,0.0155,1.14,45.65,7,0.0908,0.6599
2021-09-13,affiliate,858.25,75950,886,53,3873.82,16.19,4.51,0.0117,0.97,55.49,5,0.0696,0.5926
2021-09-14,affiliate,995.75,64440,1051,68,5018.23,14.64,5.04,0.0163,0.95,52.1,6,0.1185,0.5431
2021-09-15,affiliate,897.39,60516,956,75,5600.58,11.97,6.24,0.0158,0.94,43.52,5,0.0954,0.7284
2021-09-16,affiliate,945.0,101922,1603,58,5220.37,16.29,5.52,0.0157,0.59,49.31,4,0.0925,0.565
2021-09-17,affiliate,1290.48,98944,1552,114,6570.13,11.32,5.09,0.0157,0.83,49.22,7,0.0829,0.6467
2021-09-18,affiliate,999.12,72923,1116,63,4842.43,15.86,4.85,0.0153,0.9,43.08,6,0.0998,0.509
2021-09-19,affiliate,869.51,60163,885,68,4431.95,12.79,5.1,0.0147,0.98,48.9,7,0.0901,0.695
2021-09-20,affiliate,1141.86,64987,932,77,5337.7,14.83,4.67,0.0143,1.23,51.39,3,0.0888,0.5782
2021-09-21,affiliate,1221.28,83315,1334,87,5437.95,14.04,4.45,0.016,0.92,53.25,6,0.0885,0.5996
2021-09-22,affiliate,1394.85,91969,1367,86,6315.53,16.22,4.53,0.0149,1.02,47.83,3,0.132,0.4447
2021-09-23,affiliate,1339.2,83475,1323,84,6277.24,15.94,4.69,0.0158,1.01,59.28,6,0.1086,0.5535
2021-09-24,affiliate,1267.34,91875,1676,84,5920.43,15.09,4.67,0.0182,0.76,54.85,3,0.0823,0.6082
2021-09-25,affiliate,745.14,67137,944,41,4424.07,18.17,5.94,0.0141,0.79,49.78,5,0.0758,0.7923
2021-09-26,affiliate,864.49,50583,778,61,4060.59,14.17,4.7,0.0154,1.11,61.96,6,0.1058,0.7454
2021-09-27,affiliate,1308.49,102601,1612,88,6396.34,14.87,4.89,0.0157,0.81,48.96,6,0.0721,0.5782
2021-09-28,affiliate,1393.91,88091,1168,104,7517.03,13.4,5.39,0.0133,1.19,49.85,7,0.1546,0.575
2021-09-29,affiliate,947.67,52276,753,64,4493.45,14.81,4.74,0.0144,1.26,51.72,4,0.0422,0.4502
2021-09-30,affiliate,1111.41,70174,1164,77,5426.41,14.43,4.88,0.0166,0.95,52.81,5,0.1085,0.7376
2021-10-01,affiliate,1183.5,65252,826,75,5125.64,15.78,4.33,0.0127,1.43,49.9,5,0.1126,0.5812
2021-10-02,affiliate,1289.38,96240,1169,78,5941.08,16.53,4.61,0.0121,1.1,48.02,5,0.0759,0.616
2021-10-03,affiliate,801.83,44250,645,55,4085.9,14.58,5.1,0.0146,1.24,51.5,4,0.075,0.5649
2021-10-04,affiliate,1423.87,93118,1478,108,7014.73,13.18,4.93,0.0159,0.96,47.77,7,0.046,0.634
2021-10-05,affiliate,1443.43,98903,1602,87,7232.56,16.59,5.01,0.0162,0.9,46.13,5,0.1903,0.5455
2021-10-06,affiliate,1630.04,103257,1566,112,9618.28,14.55,5.9,0.0152,1.04,49.14,7,0.0691,0.6204
2021-10-07,affiliate,1385.98,90704,1390,88,7533.8,15.75,5.44,0.0153,1.0,46.52,3,0.0816,0.5546
2021-10-08,affiliate,1210.9,76924,1023,88,5587.34,13.76,4.61,0.0133,1.18,45.46,5,0.1227,0.6292
2021-10-09,affiliate,762.19,38056,625,59,4013.97,12.92,5.27,0.0164,1.22,47.66,6,0.1227,0.3488
2021-10-10,affiliate,914.57,88314,1297,66,4284.84,13.86,4.69,0.0147,0.71,52.05,5,0.0536,0.3483
2021-10-11,affiliate,1555.51,89729,1223,115,6846.21,13.53,4.4,0.0136,1.27,53.87,6,0.0551,0.7183
2021-10-12,affiliate,1283.46,67737,982,112,7007.08,11.46,5.46,0.0145,1.31,43.92,3,0.0845,0.5414
2021-10-13,affiliate,1442.52,97742,1380,91,7688.61,15.85,5.33,0.0141,1.05,48.92,5,0.0829,0.4581
2021-10-14,affiliate,1422.22,121032,2027,98,7279.43,14.51,5.12,0.0167,0.7,47.17,5,0.0975,0.3417
2021-10-15,affiliate,1888.57,151744,2168,135,8701.98,13.99,4.61,0.0143,0.87,47.28,4,0.1015,0.4803
2021-10-16,affiliate,1379.44,101485,1209,97,6985.43,14.22,5.06,0.0119,1.14,64.13,6,0.0887,0.7
2021-10-17,affiliate,1002.6,102831,1688,67,5775.58,14.96,5.76,0.0164,0.59,54.77,6,0.1661,0.5906
2021-10-18,affiliate,1508.14,80749,1251,101,6752.03,14.93,4.48,0.0155,1.21,47.99,3,0.0932,0.5406
2021-10-19,affiliate,1448.63,116719,1999,97,7913.53,14.93,5.46,0.0171,0.72,47.6,3,0.1471,0.4768
2021-10-20,affiliate,1939.0,146594,1948,133,10944.46,14.58,5.64,0.0133,1.0,46.1,5,0.072,0.6235
2021-10-21,affiliate,1331.09,82208,1264,85,6491.38,15.66,4.88,0.0154,1.05,42.32,7,0.0817,0.6478
2021-10-22,affiliate,1365.06,125811,1898,103,6798.46,13.25,4.98,0.0151,0.72,53.78,4,0.0996,0.5059
2021-10-23,affiliate,1149.36,82313,1296,99,6471.67,11.61,5.63,0.0157,0.89,46.33,3,0.089,0.7574
2021-10-24,affiliate,987.51,90418,1286,68,5727.46,14.52,5.8,0.0142,0.77,51.85,6,0.1403,0.5111
2021-10-25,affiliate,1471.43,84446,1103,130,6670.22,11.32,4.53,0.0131,1.33,33.09,3,0.1153,0.5323
2021-10-26,affiliate,1495.45,126551,1928,96,7852.59,15.58,5.25,0.0152,0.78,49.11,5,0.1174,0.7592
2021-10-27,affiliate,1204.51,96812,1529,82,6543.46,14.69,5.43,0.0158,0.79,50.13,7,0.0333,0.5936
2021-10-28,affiliate,1445.42,78012,958,89,5803.0,16.24,4.01,0.0123,1.51,44.61,7,0.0994,0.5565
2021-10-29,affiliate,1193.36,87307,1432,71,5921.37,16.81,4.96,0.0164,0.83,51.32,3,0.0833,0.6236
2021-10-30,affiliate,1076.35,68177,891,79,6052.78,13.62,5.62,0.0131,1.21,55.68,4,0.0756,0.608
2021-10-31,affiliate,971.0,66540,990,71,4280.25,13.68,4.41,0.0149,0.98,55.52,6,0.0692,0.6666
2021-11-01,affiliate,1881.92,104220,1639,118,10205.2,15.95,5.42,0.0157,1.15,56.39,5,0.061,0.5007
2021-11-02,affiliate,1864.46,153558,1982,113,9707.28,16.5,5.21,0.0129,0.94,52.68,7,0.137,0.5806
2021-11-03,affiliate,1497.98,95527,1395,96,7260.84,15.6,4.85,0.0146,1.07,46.43,3,0.0802,0.4537
2021-11-04,affiliate,1526.63,75418,1240,137,6701.93,11.14,4.39,0.0164,1.23,56.59,3,0.1187,0.6198
2021-11-05,affiliate,1572.34,86056,1408,110,7466.87,14.29,4.75,0.0164,1.12,48.06,7,0.0564,0.5915
2021-11-06,affiliate,1520.93,107652,1750,112,8962.62,13.58,5.89,0.0163,0.87,45.92,4,0.03,0.5896
2021-11-07,affiliate,1387.45,93247,1283,111,6579.97,12.5,4.74,0.0138,1.08,45.42,7,0.1056,0.6013
2021-11-08,affiliate,1379.04,82797,1173,96,7796.82,14.37,5.65,0.0142,1.18,60.13,5,0.0381,0.6294
2021-11-09,affiliate,1831.6,199920,2641,141,9136.62,12.99,4.99,0.0132,0.69,52.51,3,0.0976,0.6714
2021-11-10,affiliate,1984.84,135365,2340,140,9460.6,14.18,4.77,0.0173,0.85,55.98,6,0.0595,0.5517
2021-11-11,affiliate,792.69,43054,677,58,4897.95,13.67,6.18,0.0157,1.17,45.44,5,0.0775,0.5786
2021-11-12,affiliate,1837.36,134602,1988,125,7899.25,14.7,4.3,0.0148,0.92,46.05,5,0.1494,0.7301
2021-11-13,affiliate,1554.17,120033,1710,100,7798.49,15.54,5.02,0.0142,0.91,49.86,4,0.1186,0.6955
2021-11-14,affiliate,977.1,70476,1162,63,4264.6,15.51,4.36,0.0165,0.84,40.22,6,0.0749,0.4833
2021-11-15,affiliate,1838.35,108369,1599,118,10291.69,15.58,5.6,0.0148,1.15,41.72,6,0.1177,0.7073
2021-11-16,affiliate,1236.74,82786,1037,86,6114.59,14.38,4.94,0.0125,1.19,53.69,3,0.1027,0.6521
2021-11-17,affiliate,1820.24,111915,1561,113,8739.36,16.11,4.8,0.0139,1.17,43.12,3,0.1058,0.7797
2021-11-18,affiliate,1834.03,159929,2569,103,8764.05,17.81,4.78,0.0161,0.71,52.16,3,0.072,0.4803
2021-11-19,affiliate,1697.75,108631,1631,123,7827.73,13.8,4.61,0.015,1.04,50.11,6,0.0625,0.64
2021-11-20,affiliate,1585.02,105841,1660,101,8663.5,15.69,5.47,0.0157,0.95,57.28,3,0.105,0.6302
2021-11-21,affiliate,1318.56,124875,1832,74,6882.3,17.82,5.22,0.0147,0.72,49.22,3,0.0709,0.8039
2021-11-22,affiliate,1833.09,136020,2041,122,9904.99,15.03,5.4,0.015,0.9,43.26,3,0.079,0.6217
2021-11-23,affiliate,2018.07,97382,1405,156,9108.78,12.94,4.51,0.0144,1.44,56.31,3,0.0753,0.6429
2021-11-24,affiliate,2003.52,161322,2422,120,8717.59,16.7,4.35,0.015,0.83,45.02,6,0.1217,0.7231
2021-11-25,affiliate,1600.31,102493,1529,102,8423.35,15.69,5.26,0.0149,1.05,50.22,5,0.0836,0.7723
2021-11-26,affiliate,1935.15,122410,1675,115,10935.26,16.83,5.65,0.0137,1.16,47.9,4,0.0727,0.5245
2021-11-27,affiliate,1301.17,71495,1053,81,7220.71,16.06,5.55,0.0147,1.24,49.97,5,0.1485,0.5459
2021-11-28,affiliate,1381.89,108523,1702,87,7918.88,15.88,5.73,0.0157,0.81,54.99,6,0.1137,0.63
2021-11-29,affiliate,2632.26,167498,2301,523,45914.06,5.03,17.44,0.0137,1.14,52.41,5,0.0966,0.7131
2021-11-30,affiliate,2670.05,171591,2926,495,49600.68,5.39,18.58,0.0171,0.91,49.38,4,0.1668,0.4476
2021-12-01,affiliate,3982.6,273849,3959,888,64374.06,4.48,16.16,0.0145,1.01,51.35,4,0.1256,0.556
2021-12-02,affiliate,2061.15,173448,2261,133,12905.44,15.5,6.26,0.013,0.91,40.37,3,0.1131,0.8152
2021-12-03,affiliate,1851.63,167985,2805,177,7506.36,10.46,4.05,0.0167,0.66,45.54,3,0.1157,0.4768
2021-12-04,affiliate,1214.61,74980,1067,97,5560.43,12.52,4.58,0.0142,1.14,45.92,6,0.0865,0.5125
2021-12-05,affiliate,1445.84,118243,1628,102,6271.98,14.17,4.34,0.0138,0.89,44.56,3,0.1122,0.62
2021-12-06,affiliate,2225.68,130532,1651,167,12263.79,13.33,5.51,0.0126,1.35,50.85,5,0.0907,0.547
2021-12-07,affiliate,2150.67,171404,2739,142,12216.49,15.15,5.68,0.016,0.79,43.47,5,0.1015,0.7025
2021-12-08,affiliate,2276.35,177887,2793,183,12871.82,12.44,5.65,0.0157,0.82,45.57,4,0.0984,0.832
2021-12-09,affiliate,1966.74,148771,2331,133,9041.59,14.79,4.6,0.0157,0.84,61.45,7,0.0817,0.6212
2021-12-10,affiliate,2467.19,156305,2393,187,11680.32,13.19,4.73,0.0153,1.03,50.57,7,0.0822,0.7754
2021-12-11,affiliate,1641.06,123509,2046,98,6798.32,16.75,4.14,0.0166,0.8,44.44,5,0.0925,0.4751
2021-12-12,affiliate,1485.78,99301,1427,111,6488.87,13.39,4.37,0.0144,1.04,51.31,6,0.1267,0.6701
2021-12-13,affiliate,2695.11,143772,2139,182,12446.37,14.81,4.62,0.0149,1.26,54.93,5,0.1732,0.4647
2021-12-14,affiliate,2273.51,141053,2269,127,13047.53,17.9,5.74,0.0161,1.0,49.97,5,0.0943,0.5569
2021-12-15,affiliate,2448.88,116384,1527,180,10645.77,13.6,4.35,0.0131,1.6,59.89,6,0.0935,0.6969
2021-12-16,affiliate,2731.25,157139,1978,195,12423.17,14.01,4.55,0.0126,1.38,48.85,6,0.1047,0.5174
2021-12-17,affiliate,2824.72,270991,4591,157,16298.6,17.99,5.77,0.0169,0.62,46.1,7,0.0705,0.7521
2021-12-18,affiliate,1802.03,106930,1409,118,9768.12,15.27,5.42,0.0132,1.28,56.02,5,0.0813,0.656
2021-12-19,affiliate,1429.36,82809,1382,98,6062.64,14.59,4.24,0.0167,1.03,56.63,4,0.0624,0.4659
2021-12-20,affiliate,2178.63,144638,2049,122,11272.57,17.86,5.17,0.0142,1.06,51.71,6,0.09,0.7567
2021-12-21,affiliate,2125.15,131370,2193,193,12499.47,11.01,5.88,0.0167,0.97,49.49,3,0.1093,0.5532
2021-12-22,affiliate,2392.06,486347,8887,148,10739.01,16.16,4.49,0.0183,0.27,52.43,6,0.1324,0.5744
2021-12-23,affiliate,2047.23,150364,2252,141,9966.17,14.52,4.87,0.015,0.91,48.31,7,0.1007,0.5822
2021-12-24,affiliate,2019.18,114297,1839,133,9850.61,15.18,4.88,0.0161,1.1,48.31,5,0.0835,0.3941
2021-12-25,affiliate,1409.22,83529,1464,92,6225.77,15.32,4.42,0.0175,0.96,51.42,7,0.1189,0.5952
2021-12-26,affiliate,1735.55,101767,1435,116,7839.15,14.96,4.52,0.0141,1.21,47.41,7,0.058,0.6312
2021-12-27,affiliate,2052.62,134034,1801,127,9439.11,16.16,4.6,0.0134,1.14,52.57,6,0.0955,0.4458
2021-12-28,affiliate,1945.14,124281,1740,135,10917.84,14.41,5.61,0.014,1.12,47.48,3,0.1152,0.5855
2021-12-29,affiliate,1919.26,152425,2048,116,8099.29,16.55,4.22,0.0134,0.94,61.0,4,0.1056,0.6768
2021-12-30,affiliate,2099.56,141954,1845,138,10350.63,15.21,4.93,0.013,1.14,49.16,7,0.0642,0.6334
2021-12-31,affiliate,1761.83,123853,2037,110,7530.0,16.02,4.27,0.0164,0.86,44.89,6,0.0969,0.5409
2022-01-01,affiliate,768.81,59812,902,54,4122.8,14.24,5.36,0.0151,0.85,48.81,7,0.03,0.7751
2022-01-02,affiliate,658.29,35314,590,51,3253.75,12.91,4.94,0.0167,1.12,50.9,3,0.1055,0.8301
2022-01-03,affiliate,1102.84,76576,1005,68,5934.88,16.22,5.38,0.0131,1.1,53.03,3,0.0571,0.6476
2022-01-04,affiliate,1018.23,64818,1005,62,5531.31,16.42,5.43,0.0155,1.01,39.07,3,0.0592,0.6499
2022-01-05,affiliate,784.99,90463,1338,45,3880.35,17.44,4.94,0.0148,0.59,48.25,4,0.1025,0.5856
2022-01-06,affiliate,1005.48,75779,1076,63,4991.06,15.96,4.96,0.0142,0.93,36.81,5,0.1256,0.6121
2022-01-07,affiliate,994.1,70914,981,67,5961.25,14.84,6.0,0.0138,1.01,53.05,3,0.0592,0.6141
2022-01-08,affiliate,866.98,58824,945,57,4729.7,15.21,5.46,0.0161,0.92,47.12,4,0.0649,0.57
2022-01-09,affiliate,887.01,101093,1286,51,4772.77,17.39,5.38,0.0127,0.69,53.99,5,0.108,0.5364
2022-01-10,affiliate,1039.62,58744,822,81,4634.3,12.83,4.46,0.014,1.26,48.75,5,0.095,0.6128
2022-01-11,affiliate,910.07,48438,896,63,5102.46,14.45,5.61,0.0185,1.02,46.62,6,0.0922,0.5135
2022-01-12,affiliate,1122.95,104224,1658,64,5219.1,17.55,4.65,0.0159,0.68,47.59,6,0.1256,0.5452
2022-01-13,affiliate,966.75,73449,1069,55,4648.43,17.58,4.81,0.0146,0.9,55.46,6,0.0722,0.5063
2022-01-14,affiliate,989.37,51962,689,65,5021.25,15.22,5.08,0.0133,1.44,53.01,3,0.0831,0.6644
2022-01-15,affiliate,846.13,51764,741,52,4365.49,16.27,5.16,0.0143,1.14,54.98,7,0.0758,0.7344
2022-01-16,affiliate,591.11,35306,512,37,2814.83,15.98,4.76,0.0145,1.15,43.77,6,0.077,0.6771
2022-01-17,affiliate,1124.11,59923,897,67,6139.5,16.78,5.46,0.015,1.25,51.68,4,0.0681,0.5328
2022-01-18,affiliate,1146.41,75179,1275,79,5419.73,14.51,4.73,0.017,0.9,58.64,7,0.1174,0.537
2022-01-19,affiliate,966.69,103111,1471,59,4349.69,16.38,4.5,0.0143,0.66,51.36,6,0.0954,0.5097
2022-01-20,affiliate,989.59,49866,785,59,4833.6,16.77,4.88,0.0157,1.26,53.36,4,0.0884,0.5522
2022-01-21,affiliate,962.69,67223,990,62,4305.83,15.53,4.47,0.0147,0.97,53.85,6,0.1228,0.5802
2022-01-22,affiliate,770.03,75662,1260,52,4029.67,14.81,5.23,0.0167,0.61,53.58,4,0.135,0.7807
2022-01-23,affiliate,746.07,47967,781,46,4118.79,16.22,5.52,0.0163,0.96,49.07,6,0.1185,0.5837
2022-01-24,affiliate,1052.14,56493,856,67,5003.6,15.7,4.76,0.0152,1.23,52.24,7,0.0922,0.5895
2022-01-25,affiliate,1207.52,103270,1717,90,5679.26,13.42,4.7,0.0166,0.7,46.08,5,0.1331,0.5037
2022-01-26,affiliate,1088.29,93830,1552,85,4982.23,12.8,4.58,0.0165,0.7,56.64,3,0.063,0.7447
2022-01-27,affiliate,1180.11,130291,2210,82,4679.8,14.39,3.97,0.017,0.53,51.07,5,0.1188,0.6032
2022-01-28,affiliate,1184.56,134150,2110,68,5848.91,17.42,4.94,0.0157,0.56,44.99,3,0.0868,0.5123
2022-01-29,affiliate,694.83,44544,641,39,3712.45,17.82,5.34,0.0144,1.08,58.19,7,0.0407,0.6599
2022-01-30,affiliate,900.95,59105,983,64,3880.16,14.08,4.31,0.0166,0.92,60.81,3,0.0854,0.6262
2022-01-31,affiliate,1246.43,84143,1364,98,7024.67,12.72,5.64,0.0162,0.91,50.39,3,0.123,0.7727
2022-02-01,affiliate,835.28,55678,825,57,4446.97,14.65,5.32,0.0148,1.01,42.45,3,0.1042,0.5895
2022-02-02,affiliate,1009.19,86951,1231,67,5057.33,15.06,5.01,0.0142,0.82,52.28,5,0.1181,0.7169
2022-02-03,affiliate,1158.28,79867,1129,78,6077.6,14.85,5.25,0.0141,1.03,40.72,5,0.065,0.6552
2022-02-04,affiliate,1227.05,70818,1128,76,6068.85,16.15,4.95,0.0159,1.09,42.39,4,0.1014,0.5192
2022-02-05,affiliate,729.59,44311,781,47,3785.51,15.52,5.19,0.0176,0.93,54.88,5,0.1106,0.4687
2022-02-06,affiliate,875.46,38127,498,54,3901.98,16.21,4.46,0.0131,1.76,51.06,4,0.1052,0.5265
2022-02-07,affiliate,976.41,78939,992,68,4728.39,14.36,4.84,0.0126,0.98,47.63,5,0.0588,0.7133
2022-02-08,affiliate,1253.33,88617,1388,88,4938.38,14.24,3.94,0.0157,0.9,60.35,6,0.0609,0.6895
2022-02-09,affiliate,810.24,65400,1009,50,4178.95,16.2,5.16,0.0154,0.8,47.77,6,0.1306,0.5251
2022-02-10,affiliate,1325.26,105755,1874,87,6295.93,15.23,4.75,0.0177,0.71,50.15,6,0.1063,0.4799
2022-02-11,affiliate,1032.37,61763,798,70,5616.26,14.75,5.44,0.0129,1.29,59.26,7,0.0986,0.6284
2022-02-12,affiliate,823.95,71359,1155,57,4605.22,14.46,5.59,0.0162,0.71,49.64,5,0.1142,0.6828
2022-02-13,affiliate,564.45,45893,748,35,3040.86,16.13,5.39,0.0163,0.75,48.5,6,0.0743,0.6269
2022-02-14,affiliate,1046.48,83152,1363,89,5388.14,11.76,5.15,0.0164,0.77,55.16,4,0.0598,0.5762
2022-02-15,affiliate,1276.56,85545,1377,88,5687.66,14.51,4.46,0.0161,0.93,42.62,7,0.0946,0.5411
2022-02-16,affiliate,969.69,52778,821,61,5282.92,15.9,5.45,0.0156,1.18,51.72,7,0.1307,0.4695
2022-02-17,affiliate,791.45,51851,577,54,3874.18,14.66,4.9,0.0111,1.37,53.78,4,0.1101,0.6178
2022-02-18,affiliate,939.83,43160,690,63,4906.6,14.92,5.22,0.016,1.36,51.04,3,0.0614,0.4629
2022-02-19,affiliate,681.21,49271,755,49,3174.17,13.9,4.66,0.0153,0.9,55.3,3,0.0724,0.4897
2022-02-20,affiliate,687.77,42946,617,46,3370.27,14.95,4.9,0.0144,1.11,46.27,5,0.1231,0.6109
2022-02-21,affiliate,945.74,73749,1183,67,4914.08,14.12,5.2,0.016,0.8,59.56,6,0.1015,0.7034
2022-02-22,affiliate,1127.57,73990,1035,84,6336.17,13.42,5.62,0.014,1.09,46.34,3,0.0839,0.6344
2022-02-23,affiliate,1362.52,90552,1554,90,7056.59,15.14,5.18,0.0172,0.88,54.39,3,0.1725,0.5336
2022-02-24,affiliate,1354.97,76105,1086,88,6823.21,15.4,5.04,0.0143,1.25,51.07,3,0.1087,0.5916
